work,workLabel,relation,date,language,languageLabel,country,countryLabel,place,placeLabel,lat,lon,origWork,origTitle
http://www.wikidata.org/entity/Q4377494,Crime and Punishment,based_on,,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q3454137,The Gambler,based_on,1975-10-24T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q2386746,The Possessed,based_on,1988-05-05T00:00:00Z,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q329989,Demons
http://www.wikidata.org/entity/Q2657630,Crime and Punishment,based_on,1990-08-23T00:00:00Z,,,http://www.wikidata.org/entity/Q33,Finland,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q40579550,Q40579550,edition_or_translation_of,1906-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.85666667,2.352222222,http://www.wikidata.org/entity/Q27775,The Village of Stepanchikovo
http://www.wikidata.org/entity/Q83976788,Q83976788,edition_or_translation_of,1913-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.01111111,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q12350873,Q12350873,edition_or_translation_of,1993-01-01T00:00:00Z,http://www.wikidata.org/entity/Q143,Esperanto,,,http://www.wikidata.org/entity/Q887,Yekaterinburg,56.83555556,60.61277778,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q117727329,Q117727329,edition_or_translation_of,1944-01-01T00:00:00Z,http://www.wikidata.org/entity/Q9027,Swedish,,,http://www.wikidata.org/entity/Q1754,Stockholm,59.32944444,18.06861111,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q29583923,Erniedrigte und Beleidigte (1986 Insel-Verlag ed.),edition_or_translation_of,1986-01-01T00:00:00Z,http://www.wikidata.org/entity/Q188,German,,,http://www.wikidata.org/entity/Q2079,Leipzig,51.3406321,12.3747329,http://www.wikidata.org/entity/Q1130546,Humiliated and Insulted
http://www.wikidata.org/entity/Q78531496,Q78531496,edition_or_translation_of,1925-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.85666667,2.352222222,http://www.wikidata.org/entity/Q223688,The Gambler
http://www.wikidata.org/entity/Q40697569,Q40697569,edition_or_translation_of,1914-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1321,Spanish,,,http://www.wikidata.org/entity/Q1492,Barcelona,41.3825,2.176944444,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q122339878,Niétotchka Nezvanova,edition_or_translation_of,1917-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.85666667,2.352222222,http://www.wikidata.org/entity/Q1458754,Netochka Nezvanova
http://www.wikidata.org/entity/Q19211036,Les Frères Karamazov,edition_or_translation_of,1935-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.85666667,2.352222222,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q56817196,Trosedd a chosb,edition_or_translation_of,1988-01-01T00:00:00Z,http://www.wikidata.org/entity/Q9309,Welsh,,,http://www.wikidata.org/entity/Q10690,Cardiff,51.48166667,-3.179166666,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q100158001,Wspomnienia z martwego domu,edition_or_translation_of,1897-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q31487,Kraków,50.06138889,19.93722222,http://www.wikidata.org/entity/Q1161171,The House of the Dead
http://www.wikidata.org/entity/Q90732098,Q90732098,edition_or_translation_of,1919-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.85666667,2.352222222,http://www.wikidata.org/entity/Q1192975,The Double
http://www.wikidata.org/entity/Q83977547,"Zbrodnia i kara (pl, 1928)",edition_or_translation_of,1928-01-01T00:00:00Z,http://www.wikidata.org/entity/Q809,Polish,,,http://www.wikidata.org/entity/Q270,Warsaw,52.23,21.01111111,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q96212152,Q96212152,edition_or_translation_of,1890-01-01T00:00:00Z,http://www.wikidata.org/entity/Q9035,Danish,,,http://www.wikidata.org/entity/Q1748,Copenhagen,55.67611111,12.56888889,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q111033714,Q111033714,edition_or_translation_of,1895-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,http://www.wikidata.org/entity/Q90,Paris,48.85666667,2.352222222,http://www.wikidata.org/entity/Q1129859,Uncle's Dream
http://www.wikidata.org/entity/Q113757352,The Brothers Karamazov,based_on,,,,http://www.wikidata.org/entity/Q142,France,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q21004978,A Christmas Tree and a Wedding,edition_or_translation_of,,http://www.wikidata.org/entity/Q1860,English,,,,,,,http://www.wikidata.org/entity/Q2339758,A Christmas Tree and a Wedding
http://www.wikidata.org/entity/Q24036344,The Idiot,edition_or_translation_of,1913-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,,,,,http://www.wikidata.org/entity/Q210784,The Idiot
http://www.wikidata.org/entity/Q21089293,Notes from Underground,based_on,1997-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q30,United States,,,,,http://www.wikidata.org/entity/Q695116,Notes from Underground
http://www.wikidata.org/entity/Q21817330,The Idiot,based_on,1986-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,,,,,http://www.wikidata.org/entity/Q210784,The Idiot
http://www.wikidata.org/entity/Q18236540,Q18236540,based_on,2014-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q159,Russia,,,,,http://www.wikidata.org/entity/Q329989,Demons
http://www.wikidata.org/entity/Q130360642,Q130360642,edition_or_translation_of,,http://www.wikidata.org/entity/Q7737,Russian,,,,,,,http://www.wikidata.org/entity/Q3223072,The Beggar Boy at Christ's Christmas Tree
http://www.wikidata.org/entity/Q113469040,Q113469040,based_on,2004-01-01T00:00:00Z,http://www.wikidata.org/entity/Q188,German,,,,,,,http://www.wikidata.org/entity/Q2032679,The Crocodile
http://www.wikidata.org/entity/Q117280950,Q117280950,edition_or_translation_of,2013-01-01T00:00:00Z,,,,,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q60874314,The Brothers Karamazov,based_on,,http://www.wikidata.org/entity/Q9129,Greek,,,,,,,http://www.wikidata.org/entity/Q183157,The Brothers Karamazov
http://www.wikidata.org/entity/Q47436717,Q47436717,based_on,,http://www.wikidata.org/entity/Q188,German,,,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
http://www.wikidata.org/entity/Q55476780,Vujkoviot son,based_on,1970-11-20T00:00:00Z,,,http://www.wikidata.org/entity/Q36704,Yugoslavia,,,,,http://www.wikidata.org/entity/Q1129859,Uncle's Dream
http://www.wikidata.org/entity/Q42403423,Verlobung im Traum,based_on,1928-01-01T00:00:00Z,http://www.wikidata.org/entity/Q188,German,,,,,,,http://www.wikidata.org/entity/Q1129859,Uncle's Dream
http://www.wikidata.org/entity/Q56604326,Poniženi i navredeni,based_on,1971-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q36704,Yugoslavia,,,,,http://www.wikidata.org/entity/Q1130546,Humiliated and Insulted
http://www.wikidata.org/entity/Q40590443,Q40590443,edition_or_translation_of,1884-01-01T00:00:00Z,http://www.wikidata.org/entity/Q150,French,,,,,,,http://www.wikidata.org/entity/Q165318,Crime and Punishment
